Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Of Blood And Fire,Ryan Cahill,"",B08ZDCN3GQ,digital,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"self-pub, dragon-rider, epic",No
Crocodile Tears,Anthony Horowitz,"","",paperback,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
The Advent of Winter,Dom McDermott,"T.L. Greylock, Christer Lende, J.D.L. Rosell, Thiago Abdalla, Kian N. Ardalan, Natalie Kelda, Tori Tecken, D.W. Ross, H.L. Tinsley, Jim Wilbourne, A.R. Witham, Tim Hardie, Tatiana Obey, Kerstin Espinosa Rosero, H.C. Newell, Zack Argyle, Andrew D. Meredith, L.L. MacRae, Karim Soliman, Ryan Cahill, Cal Black, Palmer Pickering, Quenby Olson","",hardcover,read,2023/12/05,2023/12/24,2023/12/05-2023/12/24,1,"",,,,,,,,,"",,"",No
Baptism of Fire,Andrzej Sapkowski,David French (Translator),9780316219181,paperback,read,2021/04/29,2018/09/30,2018/09/24-2018/09/30,1,"",,"","","","","",4.0,"","","","",Yes
Elantris,Brandon Sanderson,Jack Garrett (Narrator),"",audio,read,2017/11/06,2021/12/06,2021/11/11-2021/12/06,1,"",,"","","","","",4.5,"","","","",Yes
Sabriel,Garth Nix,"Leo Dillon (Illustrator), Diane Dillon (Illustrator)",9780064471831,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",Yes
Golden Son,Pierce Brown,Tim Gerard Reynolds (Narrator),9781470380410,audio,read,2025/12/27,2026/01/15,2025/12/27-2026/01/15,1,"adventurous, dark, emotional, tense",fast,Character,Yes,Yes,No,Yes,4.75,,"","","",No
Dead Beat,Jim Butcher,"",9780451460912,paperback,read,2021/01/04,2021/01/27,2021/01/04-2021/01/27,1,"adventurous, emotional, funny, mysterious",fast,Character,Yes,Yes,Yes,Yes,5.0,"","","","",No
The Siege of Macindaw,John Flanagan,"",,paperback,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
A Memory Called Empire,Arkady Martine,"",9781529001587,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Grave Peril,Jim Butcher,"",9781440653902,digital,read,2020/07/30,2020/08/06,2020/08/06,1,"",,,,,,,5.0,,"",,"",No
Black Stone Heart,Michael R. Fletcher,"",B083Y748QX,digital,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"self-pub, epic",No
The Time Machine,H.G. Wells,"Carlo Pagetti, Greg Bear",0451528557,paperback,read,2016/12/26,"","",1,"",,,,,,,4.0,,"",,"",No
The Pillars of the Earth,Ken Follett,"",9780451222138,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Come with Me,Ronald Malfi,"",9781789097375,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Shadow of the Wind,Carlos Ruiz Zafón,Lucia Graves (Translator),9780143034902,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Thud!,Terry Pratchett,"",9780385608671,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Hitchhiker's Guide to the Galaxy,Douglas Adams,Stephen Fry (Narrator),9780804191852,audio,read,2024/06/25,2024/06/24,2024/06/22-2024/06/24,1,"adventurous, funny, lighthearted",fast,Plot,No,Yes,No,No,4.5,"","","","",Yes
Harry Potter and the Chamber of Secrets,J.K. Rowling,Mary GrandPré (Illustrator),9780439064866,hardcover,read,2016/12/26,"","",1,"",,,,,,,5.0,,"",,"",No
A Memory of Light,"Brandon Sanderson, Robert Jordan","",9780765364883,paperback,read,2024/11/17,2024/11/30,2024/11/16-2024/11/30,1,"adventurous, emotional, hopeful, tense",fast,A mix,Yes,Yes,Yes,Yes,5.0,"","","","",No
A Song for Arbonne,Guy Gavriel Kay,"",9780451458971,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Berserk Deluxe Volume 3,Kentaro Miura,Duane Johnson (Translator),9781506712000,hardcover,read,2024/12/23,2024/12/27,2024/12/22-2024/12/27,1,"",,,,,,,,,"",,"",No
The Girl with the Dragon Tattoo,Stieg Larsson,Reg Keeland (Translator),9780670069019,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Eldest,Christopher Paolini,"",9780375840401,paperback,read,2016/12/26,"","",1,"",,,,,,,5.0,,"",,"",No
Disquiet Gods,Christopher Ruocchio,"",9781982193324,hardcover,read,2024/12/02,2025/10/06,2025/09/02-2025/10/06,1,"adventurous, dark, emotional, mysterious, tense",medium,A mix,Yes,Yes,No,Yes,4.5,"","","",space-opera,No
Rule of Two,Drew Karpyshyn,"",9780307795861,digital,read,2020/09/20,"","",1,"",,,,,,,4.0,,"",,"",No
Doomsday Book,Connie Willis,"",9780553562736,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",Yes
Knife of Dreams,Robert Jordan,"",9780812577563,paperback,read,2024/08/08,2024/09/09,2024/08/07-2024/09/09,1,"adventurous, mysterious, tense",medium,A mix,Yes,Yes,Yes,Yes,4.5,"","","","",No
A Plagued Sea,Kim Bo-Young,Sophie Bowman (Translator),9781250380753,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
She Who Became the Sun,Shelley Parker-Chan,"",9781250621801,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,non-western-fantasy,No
The Well of Ascension,Brandon Sanderson,"",9780765316882,hardcover,read,2020/08/15,2020/09/08,2020/09/08,1,"",,,,,,,5.0,,"",,"",Yes
Godkiller,Hannah Kaner,"",9780008521486,digital,read,2023/12/09,2024/03/29,2024/03/19-2024/03/29,1,"adventurous, emotional, tense",fast,Plot,Yes,Yes,No,No,2.25,,"","","",No
The Decagon House Murders,Yukito Ayatsuji,"Soji Shimada (Contributor), Ho-Ling Wong (Translator)",9781508503736,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Lord of Chaos,Robert Jordan,"Michael Kramer (Narrator), Kate Reading (Narrator)",9781593975838,audio,read,2023/07/22,2023/09/13,2023/07/22-2023/09/13,1,"adventurous, tense",fast,Plot,It's complicated,It's complicated,Yes,Yes,5.0,"","","","",No
The Right Stuff,Tom Wolfe,"",9780553381351,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Ark Angel,Anthony Horowitz,"",9781406360240,paperback,read,2016/12/26,"","",1,"",,,,,,,,,"",,"",No
"Tales of the Sun Eater, Volume 2",Christopher Ruocchio,"","",digital,read,2025/08/21,2025/08/20,2025/08/20-2025/08/20,1,"",,"","","","","",3.5,"","","","",No
Turn Coat,Jim Butcher,"",9780451462565,hardcover,read,2021/07/11,2021/07/25,2021/07/11-2021/07/25,1,"",,"","","","","",4.0,"","","","",Yes
Crossroads of Twilight,Robert Jordan,"Kate Reading (Narrator), Michael Kramer (Narrator)",9781593970369,audio,read,2024/02/26,2024/03/29,2024/02/26-2024/03/29,1,"challenging, reflective",slow,Character,No,No,No,Yes,2.0,"","","","",No
The Justice of Kings,Richard Swan,"",9780356516424,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"cosmic-horror, political-intrigue, epic",No
The Folding Knife,K.J. Parker,"",031603844X,digital,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,competence,No
"The Princess and The Queen, or, The Blacks and The Greens",George R.R. Martin,"",,digital,read,2017/12/21,"","",1,"",,,,,,,,,"",,"",No
Raven Rise,D.J. MacHale,"",,paperback,read,2016/12/26,"","",1,"",,,,,,,5.0,,"",,"",No
A Clash of Kings,George R.R. Martin,"",9780007465828,paperback,read,2016/12/26,2017/01/04,2017/01/04,1,"",,,,,,,5.0,,"",,"",No
The City in Glass,Nghi Vo,"",9781250348272,hardcover,read,2024/05/25,2025/03/25,2025/03/16-2025/03/25,1,"challenging, emotional, inspiring, mysterious, reflective",slow,Character,Yes,It's complicated,Yes,Yes,3.5,"","","",non-western-fantasy,No
Angel Down,Daniel Kraus,"",9781668068458,hardcover,currently-reading,2026/05/05,"","",0,"",,,,,,,,,"",,"",No
The Torch that Ignites the Stars,Andrew Rowe,Nick Podehl (Narrator),B08VS9F2BG,audio,read,2022/04/30,2022/10/11,2022/09/29-2022/10/11,1,"adventurous, lighthearted, mysterious",fast,Plot,Yes,Yes,No,Yes,3.0,,"","","",Yes
Cultish: The Language of Fanaticism,Amanda Montell,Ann Marie Gideon (Narrator),9780063097919,audio,read,2024/01/26,2025/10/09,2025/10/02-2025/10/09,1,"funny, informative, reflective",fast,,,,,,5.0,"","","","",No
"By Blood, By Salt",J.L. Odom,"",9798990024410,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,self-pub,No
Catching Fire,Suzanne Collins,"",9780439023498,hardcover,read,2016/12/26,"","",1,"",,,,,,,4.0,,"",,"",No
The Failures,Benjamin Liar,"",9780756415273,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,space-opera,No
Halcyon Years,Alastair Reynolds,"",9781399611763,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,mystery,No
Dreams of Sorrow,Shauna Lawless,"",9781035902187,digital,read,2026/03/18,2026/05/11,2026/05/06-2026/05/11,1,"dark, emotional, tense",,"","","","","",4.75,"","","","",No
Rhythm of War,Brandon Sanderson,"",9780765326386,hardcover,read,2020/07/26,2022/10/23,2022/08/31-2022/10/23,1,"adventurous, emotional",slow,A mix,Yes,Yes,Yes,Yes,4.0,,"","","",Yes
Speaker for the Dead,Orson Scott Card,"","",digital,read,2023/02/24,2023/03/24,2023/03/01-2023/03/24,1,"emotional, inspiring, mysterious, reflective, tense",medium,A mix,Yes,Yes,No,Yes,4.75,"","","","",No
Sufficiently Advanced Magic,Andrew Rowe,Nick Podehl (Narrator),B072YT93QD,audio,read,2020/08/26,2022/04/22,2022/04/08-2022/04/22,1,"",,"","","","","",2.75,"","","","",Yes
The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"",9780886825010,hardcover,read,2024/11/09,"","",1,"",,,,,,,,,"",,"",No
Inferno,Dan Brown,"",9780385537858,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
The Two Towers,J.R.R. Tolkien,"",9780261103580,paperback,read,2017/11/15,"","",1,"",,,,,,,5.0,,"",,"",Yes
"Thor: God of Thunder, Volume 3: The Accursed","Ron Garney, Das Pastoras, Nic Klein, Jason Aaron, Emanuela Lupacchino, Esad Ribić","",,,read,2022/06/07,2022/06/15,2022/06/07-2022/06/15,1,adventurous,fast,Plot,No,Yes,No,No,3.5,"","","","",No
Perdido Street Station,China Miéville,"",9780345459404,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,monster-hunting,No
Catch-22,Joseph Heller,"",9780684833392,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,competence,No
Empire of AI: Dreams and Nightmares in Sam Altman's OpenAI,Karen Hao,Karen Hao (Narrator),9798217072453,audio,read,2026/03/31,2026/04/16,2026/03/31-2026/04/16,1,"",,,,,,,4.0,"","","","",No
Contact,Carl Sagan,"",9780099469506,paperback,read,2026/02/26,2026/03/27,2026/03/18-2026/03/27,1,"adventurous, emotional, informative, inspiring",medium,Character,Yes,Yes,Yes,Yes,5.0,"","","",first-contact,No
The Words of Kings and Prophets,Shauna Lawless,"",9781803282657,digital,read,2026/03/18,2026/05/05,2026/04/21-2026/05/05,1,"emotional, informative, inspiring, tense",medium,Character,Yes,Yes,No,Yes,4.5,"","","","",No
Hatchet,Gary Paulsen,"",9780689840920,hardcover,read,2022/12/13,"","",1,"",,,,,,,,,"",,"",No
Brave New World,Aldous Huxley,"",9780060929879,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
In the Woods,Tana French,"",9780670038602,hardcover,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
Words of Radiance,Brandon Sanderson,"",9780765326362,hardcover,read,2017/11/15,2022/04/12,2022/03/10-2022/04/12,1,"adventurous, hopeful",medium,Plot,Yes,Yes,Yes,Yes,5.0,"","","","",Yes
Man's Search for Meaning,Viktor E. Frankl,"Harold S. Kushner (Contributor), William J. Winslade (Contributor), Isle Lasch (Translator)",9780807014295,paperback,to-read,2026/02/26,"","",0,"",,,,,,,,,"",,"",No
A Game of Thrones,George R.R. Martin,"",9780007448036,paperback,read,2016/12/26,"","",1,"",,,,,,,5.0,,"",,"",No
Seven Recipes for Revolution,Ryan Rose,"",9781038028600,audio,did-not-finish,2024/11/08,"","",0,"",,,,,,,,,"",,self-pub,No
